英文,中文,类别,模块
Please enter new password.,请输入新的密码。,module,Magento_Customer
message,信息,module,Magento_Customer
NoSuchEntityException,无此实体异常,module,Magento_Customer
Exception,例外,module,Magento_Customer
InputException.,输入异常。,module,Magento_Customer
InputException,输入异常,module,Magento_Customer
Exception message,异常消息,module,Magento_Customer
Validator Exception,验证异常,module,Magento_Customer
Localized Exception,本地化异常,module,Magento_Customer
some error,一些错误,module,Magento_Customer
NOT LOGGED IN,未登录,module,Magento_Customer
Label,标签,module,Magento_Customer
Select...,选择…,module,Magento_Customer
Edit,编辑,module,Magento_Customer
Visitor,访客,module,Magento_Customer
Customer,客户,module,Magento_Customer
No item specified.,没有指定的项。,module,Magento_Customer
Are you sure you want to remove this item?,你确定要删除这个产品吗？,module,Magento_Customer
Personal Information,个人信息,module,Magento_Customer
Last Logged In:,最近登陆:,module,Magento_Customer
Last Logged In (%1):,最近登陆 (%1):,module,Magento_Customer
Account Lock:,账户锁定：,module,Magento_Customer
Confirmed email:,确认邮件:,module,Magento_Customer
Account Created:,帐户创建：,module,Magento_Customer
Account Created on (%1):,账户创建于 (%1):,module,Magento_Customer
Account Created in:,账户创建语言:,module,Magento_Customer
Customer Group:,客户群组:,module,Magento_Customer
Default Billing Address,默认账单地址,module,Magento_Customer
Sales Statistics,销售数据统计,module,Magento_Customer
Web Site,网站,module,Magento_Customer
Store,商店,module,Magento_Customer
Store View,商店界面,module,Magento_Customer
Lifetime Sales,累计销售额,module,Magento_Customer
Average Sale,平均销售,module,Magento_Customer
All Store Views,所有商店界面,module,Magento_Customer
Change,更改,module,Magento_Customer
Manage Addresses,管理地址,module,Magento_Customer
Default Shipping Address,默认送货地址,module,Magento_Customer
Contact Information,联系信息,module,Magento_Customer
Change Password,更改密码,module,Magento_Customer
Newsletters,新闻邮件,module,Magento_Customer
"You subscribe to ""General Subscription"".",你订阅了“一般认购”。,module,Magento_Customer
or,或者,module,Magento_Customer
Default Addresses,默认地址,module,Magento_Customer
Change Billing Address,更改账单地址,module,Magento_Customer
You have no default billing address in your address book.,您的地址薄中没有默认账单地址。,module,Magento_Customer
Change Shipping Address,更改送货地址,module,Magento_Customer
You have no default shipping address in your address book.,您的地址薄中没有默认运送地址。,module,Magento_Customer
Additional Address Entries,其他地址,module,Magento_Customer
Delete Address,删除地址,module,Magento_Customer
You have no other address entries in your address book.,您还没有添加任何地址,module,Magento_Customer
* Required Fields,*必填项,module,Magento_Customer
Company,公司,module,Magento_Customer
Phone Number,电话号码,module,Magento_Customer
Fax,传真,module,Magento_Customer
Address,地址,module,Magento_Customer
Street Address,街道地址,module,Magento_Customer
Street Address %1,街道地址 %1,module,Magento_Customer
VAT Number,增值税号码,module,Magento_Customer
City,城市,module,Magento_Customer
State/Province,州/省,module,Magento_Customer
"Please select a region, state or province.",请选择一个地区，州或省。,module,Magento_Customer
Zip/Postal Code,邮编,module,Magento_Customer
Country,国家,module,Magento_Customer
It's a default billing address.,这是一个默认的计费地址。,module,Magento_Customer
Use as my default billing address,使用并作为我的默认账单地址,module,Magento_Customer
It's a default shipping address.,这是一个默认的运输地址。,module,Magento_Customer
Use as my default shipping address,使用并作为我的默认运送地址,module,Magento_Customer
Save Address,保存地址,module,Magento_Customer
Go back,回到,module,Magento_Customer
Please enter your email below and we will send you the confirmation link.,请在下面输入您的电子邮件，我们将给您发送确认链接。,module,Magento_Customer
Email,邮箱,module,Magento_Customer
Send confirmation link,发送确认链接,module,Magento_Customer
Back to Sign In,返回登录,module,Magento_Customer
Change Email,更换邮箱,module,Magento_Customer
Change Email and Password,更换邮箱和密码,module,Magento_Customer
Current Password,当前密码,module,Magento_Customer
New Password,新密码,module,Magento_Customer
Password Strength,密码强度,module,Magento_Customer
No Password,无密码,module,Magento_Customer
Confirm New Password,确认新密码,module,Magento_Customer
Save,保存,module,Magento_Customer
Please enter your email address below to receive a password reset link.,请填写您的注册邮箱地址将接收到一封重置密码的邮件。,module,Magento_Customer
Reset My Password,重设我的密码,module,Magento_Customer
Registered Customers,已注册的客户,module,Magento_Customer
"If you have an account, sign in with your email address.",如果您有账号， 请用邮箱登陆,module,Magento_Customer
Password,密码,module,Magento_Customer
Forgot Your Password?,忘记密码？,module,Magento_Customer
Subscription option,订阅选项,module,Magento_Customer
General Subscription,常规订阅,module,Magento_Customer
Sign Up for Newsletter,订阅新闻邮件,module,Magento_Customer
Address Information,地址信息,module,Magento_Customer
Sign-in Information,登录密码,module,Magento_Customer
Confirm Password,确认密码,module,Magento_Customer
Create an Account,创建帐号,module,Magento_Customer
Set a New Password,设置新密码,module,Magento_Customer
You have signed out and will go to our homepage in 5 seconds.,您已成功退出帐号将在5秒内跳到首页,module,Magento_Customer
New Customers,新客户,module,Magento_Customer
"Creating an account has many benefits: check out faster, keep more than one address, track orders and more.",创建一个帐户有很多好处：更快速结账，保存多个运送地址，跟踪订单等等。,module,Magento_Customer
Gender,性别,module,Magento_Customer
Name,名字,module,Magento_Customer
Tax/VAT number,税/增值税号码,module,Magento_Customer
Welcome to %store_name,欢迎光临 %store_name,module,Magento_Customer
"%name,","%name,",module,Magento_Customer
Welcome to %store_name.,欢迎光临 %store_name。,module,Magento_Customer
"To sign in to our site, use these credentials during checkout or on the <a href=""%customer_url"">My Account</a> page:","可以登录到我们的网站,使用这些凭据在结帐期间或在<a href=""%customer_url"">我的帐户</a>页面:",module,Magento_Customer
Email:,电子邮件：,module,Magento_Customer
Password:,密码:,module,Magento_Customer
Password you set when creating account,密码在创建帐户时设置,module,Magento_Customer
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","忘记了您的帐号密码? 单击<a href=""%reset_url"">这里</a> 来重置它。",module,Magento_Customer
"When you sign in to your account, you will be able to:",当您登录到您的帐户时，您将能够：,module,Magento_Customer
Proceed through checkout faster,结账进行得更快,module,Magento_Customer
Check the status of orders,检查订单状态,module,Magento_Customer
View past orders,查看历史订单,module,Magento_Customer
Store alternative addresses (for shipping to multiple family members and friends),存储替代地址（用于运送到多个家庭成员和朋友）,module,Magento_Customer
Please confirm your %store_name account,请确认您 %store_name 账户,module,Magento_Customer
You must confirm your %customer_email email before you can sign in (link is only valid once):,您必须确认您%customer_email电子邮件之前，您可以登录（链接是唯一有效的一次）：,module,Magento_Customer
Confirm Your Account,确认您的帐户,module,Magento_Customer
Thank you for confirming your %store_name account.,感谢您确认您的 %store_name 帐户。,module,Magento_Customer
"To sign in to our site and set a password, click on the <a href=""%create_password_url"">link</a>:","可以登录到我们的网站和设置的密码,然后单击<a href=""%create_password_url"">链接</a>:",module,Magento_Customer
Your %store_name email has been changed,您的 %store_name 邮箱改了,module,Magento_Customer
"Hello,","您好,",module,Magento_Customer
We have received a request to change the following information associated with your account at %store_name: email.,我们收到一个改变以下信息请求：您在 %store_name 的帐户的邮箱。,module,Magento_Customer
"If you have not authorized this action, please contact us immediately at <a href=""mailto:%store_email"">%store_email</a>","如果你没有授权这一行为，请立即与我们联系<a href=""mailto:%store_email"">%store_email</a>",module,Magento_Customer
"or call us at <a href=""tel:%store_phone"">%store_phone</a>","或致电<a href=""tel:%store_phone"">%store_phone</a>",module,Magento_Customer
"Thanks,<br>%store_name",谢谢，<br>%store_name,module,Magento_Customer
Your %store_name email and password has been changed,您的 %store_name 邮箱和密码改了,module,Magento_Customer
"We have received a request to change the following information associated with your account at %store_name: email, password.",我们收到一个改变以下信息请求：您在 %store_name 的帐户的邮箱和密码。,module,Magento_Customer
Reset your %store_name password,重设您的 %store_name 密码,module,Magento_Customer
There was recently a request to change the password for your account.,有最近要求更改密码为您的帐户。,module,Magento_Customer
